"Name","Url","Telephone","Latitude","Longitude","Address","County","Tags"
"Noo Chocolates","https://www.noo.ie/","00353874161848","54.132414455859056","-9.137593417265407","Unit 2, The Quay, Ballina, ","Mayo","Activity,Experience,Shopping,Shopping Centres and Department Store,Artisan,Food and Drink,Restaurant,Local Produce,Food Shops "
"Nook Café & Restaurant","https://facebook.com/NookCafeRestaurant","00353719118973","54.1851633","-8.4921048","Lower Main St, Rinn, Collooney, ","Sligo","Activity,Food and Drink,Experience,Cafe,Vegetarian,Restaurant"
"Nordic Fitness Ireland","https://nordicfitnessireland.com/","00353876936903","52.9033957","-9.081285399999999","Nordic Fitness Ireland, Dysert O'Dea, Carhoo, , ","Clare","Activity,Learning,Walking ,Walking,Activity Operator"
"Nore Valley Park Pet Farm","https://www.norevalleypark.com/pet-farm/","00353567727747","52.563247","-7.194957700000001","Annamult, , R95 Y93K","Kilkenny","Activity,Experience,Agriculture,Nature and Wildlife,Walking ,Walking,Visitor Farm,Attraction,Cafe,Food and Drink,Activity Operator"
"Norman McCloskey Gallery","https://www.normanmccloskey.com/","00353646648754","51.88004240000001","-9.5830716","4 Main St, Kenmare, V93 X2RD","Kerry","Activity,Experience,Craft,Shopping,Photography,Learning,Art Gallery,Attraction,Food Shops "
"North and West Coast Links","https://northandwestcoastlinks.com/","0035391868642","53.3364672","-9.180267500000001","North & West Coast Links Golf Ireland, 9 An Fuarán, Ballycuirke West, Moycullen, ","Galway","Activity,Experience,Golf,Activity Operator,Venue,Sports Venues,Tour"
"North Clare Sea Kayaking","http://www.northclareseakayaking.com","00353851195489","53.0161992","-9.376819199999998","Teergonean, Doolin, ","Clare","Activity,Kayaking,Activity Operator,Nature and Wildlife,Tour"
"North Kerry Museum","http://www.northkerrymuseum.com","00353877426231","52.4708634","-9.6553707","Knoppogue North, , Ayle, Ballyduff, ","Kerry","Activity,Experience,Attraction,Museums and Attraction,Food Shops ,Shopping"
"North Mayo Family Research Centre","http://www.northmayogenealogy.com/","003539631809","54.07049649999999","-9.3114016","North Mayo Heritage Centre, Enniscoe, Castlehill, Prospect, Ballina, ","Mayo","Activity,Experience,Tracing Your Ancestors,Gardens,Attraction,Garden,Museums and Attraction,Cafe,Food and Drink"
"North Mayo Heritage Centre and Enniscoe Gardens","https://www.enniscoe.com/heritage-centre.html","003539631809","54.070543","-9.311125","Enniscoe, Castlehill, Ballina, ","Mayo","Activity,Experience,Walking ,Walking,Tracing Your Ancestors,Gardens,Attraction,Garden,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Nature and Wildlife"
"North Tipperary Genealogy Centre","https://www.tipperarycoco.ie/heritage-and-conservation/heritage-centres/your-area/municipal-facilities/genealogy-centre","003536733850","52.865761","-8.200417999999999","The Governors House, Kickham St, Nenagh North, Nenagh, ","Tipperary","Activity,Experience,Tracing Your Ancestors,Attraction,Museums and Attraction"
"North West Adventure-Outdoor Education Centre","http://www.northwestadventure.ie","00353861952663","54.0265357","-8.3350294","6 Castle View, Gortalough, Co. Sligo, Gortalough, Ballinafad, F52 D393 Castle View","Sligo","Activity,Climbing,Activity Operator,Kayaking,Walking ,Walking"
"North West Golf Club","https://www.northwestgolfclub.com/","00353749361715","55.11248469999999","-7.466706400000002","North West Golf Club, Lisfannan, Fahan, F93 W0VC","Donegal","Golf Course,Activity,Experience,Golf,Food and Drink,Pubs and Bar,Restaurant,Activity Operator,Food Shops ,Shopping"
"North West Surf School","https://www.nwsurfschool.com/","00353879595556","54.2121563","-9.096350600000001","The Hollow, Carrowhubbuck South, Enniscrone, ","Sligo","Activity,Experience,Surfing,Activity Operator"
"Northern Ireland & Atlantic Coast 5 Day Tour - Rabbie's Small Group Tours","https://www.rabbies.com/en/ireland-tours/from-dublin/4-5-day-tours/northern-atlantic-coast-5-day-tour","","53.34231140000001","-6.2556406","opposite the Kilkenny Shop, Nassau St, , ","Dublin","Activity,Experience,Activity Operator,Tour"
"Northwest Adventure Tours","http://www.northwestadventuretours.ie","00353871259594","54.271179","-8.4635388","Riverside, Abbeyquarter North, , ","Sligo","Activity,Experience,Cycling,Walking ,Walking,Activity Operator,Day Tour,Tour"
"Nourished In Nature Ireland","https://www.instagram.com/nourished_in_nature_ireland/","00353833543900","54.2651635","-8.5646709","Knocknarea Farm, Upper Strandhill, Lecarrow, F91 E642","Sligo","Activity,Activity Operator,Local Produce,Food and Drink,Restaurant,Vegan,Vegetarian"
"Nowlan Park  Gaelic Stadium","http://www.kilkennygaa.ie","","52.656856","-7.238554","O'Loughlin Road, Kilkenny City, ","Kilkenny","Activity,Experience,Gaa,Attraction,Activity Operator,Stadium,Sports Venue,Venue,Sports Venues"
"Nutgrove Shopping Centre","https://nutgroveshoppingcentre.ie/","0035314933289","53.2903992","-6.2672979","Nutgrove Ave, Rathfarnham, D14 E6W6","Dublin","Activity,Shopping,Shopping Centres and Department Store"
"O'Brien's Tower","https://www.cliffsofmoher.ie/about-the-cliffs/obriens-tower/","00353657086141","52.97302579999999","-9.4305271","Burren Way, Lislorkan North, , ","Clare","Activity,Experience,Bird Watching,Nature and Wildlife,Natural Landscape,Attraction"
"O'Carolan Heritage Park","https://www.ocarolanharpfestival.ie/about-us/things-to-do/","00353(0)719647204","54.05035436955442","-8.138137845243705",", Keadue, ","Roscommon","Activity,Experience,Walking ,Walking,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife"
"O'Ceallachains","https://carrickonsuir.net/item/o-ceallachains-bar-bistro/","0035351645502","52.3453111","-7.4103641","57 Main St, Carrickbeg, ","Tipperary","Activity,Food and Drink,Experience,Pubs and Bar"
"O'Connell Bridge",,"","53.3472601","-6.259252099999999","O'Connell Bridge, , ","Dublin","Activity,Attraction,Public Sculpture"
"O'Connell Gallery","https://www.oconnellgallery.ie/","00353877378294","51.6230785","-8.886686100000002","29 Ashe St, Scartagh, Clonakilty, P85 CK65","Cork","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Attraction,Food Shops "
"O'Connell Memorial Church","https://www.dioceseofkerry.ie/parish/cahersiveen/","00353646631633","51.94695609999999","-10.2254183","20-30 Ring of Kerry, Cahersiveen, ","Kerry","Activity,Experience,Attraction,Historic Houses and Castle,Church Abbey,Monastery,Churches, Abbeys and Monastery"
"The O'Connell Restaurant at Ballyseede Castle Hotel","https://www.ballyseedecastle.com/dining/the-oconnell-restaurant","00353667125799","52.256245","-9.646792000000001","Ballyseede, Tralee, ","Kerry","Activity,Food and Drink,Experience,Restaurant"
"O'Connell's Bar Galway","https://oconnellsgalway.ie/","0035391563634","53.2746381","-9.048340500000002","8 Eyre Square, , H91 FT22","Galway","Activity,Food and Drink,Experience,Pubs and Bar"
"The O'Connell Monument",,"","52.65893589999999","-8.631745899999999","O'Connell Monument, The Crescent, Limerick City, ","Limerick","Activity,Experience,Attraction,Public Sculpture"
"O'Connor Coach Hire","https://oconnor-coaches.com/","00353238849596","51.684863","-8.738333","Garrendruig, Kilbrittan, Bandon, ","Cork","Activity,Experience,Transport,Coach,Road"
"O'Connor's Bar & Restaurant","https://www.oconnorskerry.com/restaurant","00353667138113","52.2347421","-10.1823198","Main Street, Drom West, Cloghane, V92 PV48","Kerry","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar"
"O'Connor's Bar & Lounge, Tinahely","https://www.oconnorstinahely.com","0035340238115","52.79943539999999","-6.463625099999999","Dwyer Square, Ballinacor, Tinahely, Y14 EW68","Wicklow","Activity,Food and Drink,Restaurant,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian"
"O'Connor's Famous Pub","https://www.oconnorsbar.com/","0035391523468","53.2610959","-9.0746115","Salthill House, Upper Salthill Rd, , H91 W4C6","Galway","Activity,Food and Drink,Experience,Pubs and Bar"
"O' Connor's Seafood Restaurant","https://www.oconnorseafood.com/","003532755664","51.6802582","-9.453539800000001","Wolfe Tone Square, Town Lots, Bantry, ","Cork","Activity,Food and Drink,Experience,Restaurant,Seafood"
"O'Connor's Bar & Lounge","https://www.facebook.com/OConnorsBarSligo/","00353719167267","54.2097892","-8.5085622","Main Street, Ballysadare, , F91 R2T1","Sligo","Activity,Food and Drink,Experience,Pubs and Bar"
"O'Donoghue's Boating","http://www.killarneydaytour.com","00353646631068","52.059130967839366","-9.509495824457417",", Killarney, ","Kerry","Activity,Experience,Cruising,Fishing,Angling,Activity Operator,Boat,Tour"
"O' Donoghue's Pub","https://www.facebook.com/ODonoghuesBarCTB","003532770007","51.65149539999999","-9.910330199999997","Cametringane, Castletown-Bearhaven, , ","Cork","Activity,Food and Drink,Experience,Pubs and Bar"
"O'Donoghue's Bar","https://www.odonoghues.ie/","0035316607194","53.338185","-6.254168","15 Merrion Row, Dublin City Centre, ","Dublin","Activity,Food and Drink,Pubs and Bar"
"O'Donovan's Castle","https://www.castles.nl/castle-donovan","003532821489","51.692145","-9.2827815","Castledonovan, , ","Cork","Activity,Experience,Castle,Attraction,Historic Houses and Castle,Ruins"
"O’Dowd’s Seafood Bar and Restaurant","https://www.odowdsseafoodbar.com","003539535809","53.3965023","-9.9193027","Main Street, Roundstone, ","Galway","Activity,Food and Drink,Experience,Restaurant,Seafood"
"O'Driscoll Garden Centre","https://www.facebook.com/p/ODriscolls-Garden-Centre-100063650672830/","0035350421636","52.6702947","-7.797380400000001","Mill Rd, Mullauns, North Tipperary, , ","Tipperary","Activity Experience Gardening Nature and Wildlife Gardens Attraction Garden Shopping"
"O'Flaherty's Bar","http://www.oflahertysdingle.com/","00353669151983","52.1390739","-10.2709496","Bridge St, Dingle, ","Kerry","Activity,Food and Drink,Experience,Pubs and Bar"
"O’Gormans Bar and Restaurant","https://ogormans.ie/","00353578682921","53.0436428","-7.266326400000001","Kilminchy Court, Kilminchy, Portlaoise, R32 DTW5","Laois","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar,Banquet,Cafe"
"O' Halloran Cycles","https://www.facebook.com/ohalloran.cycles/","00353667122820","52.2691123","-9.7000884","83 Boherbee, Cloonalour, Tralee, ","Kerry","Activity,Experience,Cycling,Activity Operator,Food Shops ,Shopping"
"O'Malley Ferries - Clare Island","https://www.omalleyferries.com/","003539825045","53.761459","-9.9040979","Roonagh Pier, Aghany, Louisburgh, ","Mayo","Activity,Experience,Transport,Activity Operator,Coach,Road"
"O'Malley's Fishing Tackle Specialist","https://www.facebook.com/DavidOMalleys/","00353449348300","53.52450030000001","-7.345908300000001","33 Dominick St, Commons, Mullingar, N91 HF38","Westmeath","Activity,Experience,Fishing,Angling,Shopping,Shopping Centres and Department Store,Food Shops "
"O’Meara’s Garden Pavilion","https://www.omearasgardencentre.com/","00353449342088","53.48078150000001","-7.2900438","Gaybrook Demesne, Mullingar, N91 TW72","Westmeath","Activity,Experience,Gardening,Nature and Wildlife,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops "
"O'Neill's Pub & Kitchen","http://www.oneillspubdublin.com/","0035316793656","53.34390519999999","-6.260761299999998","2 Suffolk St, Dublin, D02 KX03","Dublin","Activity,Food and Drink,Pubs and Bar"
"O' Neill's Bar & Restaurant","http://oneillsbeara.ie/bar/","003532773008","51.6416727","-10.044071","Main St, Cloan, Allihies, P75 PE80","Cork","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar,Seafood"
"O'Neills Victorian Pub","https://www.oneillsdublin.com/","0035316714074","53.344885","-6.2524708","36-37 Pearse St, Dublin, D02 VX62","Dublin","Activity,Food and Drink,Pubs and Bar"
"O’Neills The Point Seafood Bar","https://www.oneillsthepoint.ie","00353669472165","51.92913040000001","-10.2774471","Reenard, Reenard Point, , V23 HK06","Kerry","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar,Seafood"
"O’ Regan’s Restaurant","https://flyingboatmuseum.com/oregans-restaurant/","003536965416","52.6115726","-9.1098398","Aras Ide, Main St, Ballynacragga North, Foynes, ","Limerick","Activity,Food and Drink,Experience,Restaurant"
"O'Reilly's Bar","https://www.oreillys.ie/","0035316716769","53.3469956","-6.2541858","Tara Street Station, Poolbeg St, Dublin, ","Dublin","Activity,Food and Drink,Pubs and Bar"
"O’Reilly’s Bar & Kitchen","https://www.oreillysbar.ie/","0035391522610","53.2595863","-9.076637200000002","232 Upper Salthill, , H91 PTD9","Galway","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar,Seafood"
"O'Reilly Theatre","https://www.oreillytheatre.com/","0035318586690","53.35563370000001","-6.262085099999999","6 Denmark Street Great, Rotunda, Dublin, D01 TK25","Dublin","Activity"
"John Ryan Ceramics","https://www.johnryanceramics.com/","00353863484285","54.062776","-8.5295879","Lissananny Beg, Ballymote, ","Sligo","Activity,Experience,Craft,Shopping,Food Shops "
"O'Shea's Cycles","http://homepage.tinet.ie/~osheacycles/index.htm","00353669761919","52.106282","-9.783935","Lower Bridge Street, Killorglin, ","Kerry","Activity,Experience,Cycling,Activity Operator,Bike Rental"
"O'Sullivan Antiques","https://osullivanantiques.com","0035314541143","53.3410682","-6.274521699999999","44 Francis St, The Liberties, Dublin, D08 W7V7","Dublin","Activity,Shopping,Shopping Centres and Department Store"
"Macroom Buffalo Farm with Ó Tuama Tours","https://www.otuamatours.ie/","00353868539744","51.85041","-9.247536","O’Tuama Tours, Dromanallig, Ballingeary, ","Cork","Activity,Food and Drink,Experience,Restaurant,Learning,Activity Operator,Visitor Farm,Attraction,Local Produce,Tour"
"Oak Ancestry","http://oakancestry.ie/","00353876290494","52.81664390373844","-8.968088835351523",", Clarecastle, ","Clare","Activity,Experience,Activity Operator,Tracing Your Ancestors"
"Oak Park Forest Park","https://carlowtourism.com/oak-park-forest-park","00353599131554","52.8642724","-6.8950736","Ballaghmoon Castle, , ","Kildare","Activity,Experience,Walking ,Walking,Forest Park,Park and Forest Walk,Nature and Wildlife"
"Oakfield Park","https://oakfieldpark.com/","00353749173922","54.8770997","-7.574664299999998","Oakfield Demense Oakfield Demense, Oakfield Demesne, Raphoe, F93 XY1R","Donegal","Activity,Experience,Natural Landscape,Attraction,Cafe,Food and Drink,Nature and Wildlife"
"Oakwood Stables  Equestrian Centre","http://www.oakwoodstables.ie/","00353861728878","52.908603","-6.178156999999999","Ballinabarney, Redcross, ","Wicklow","Activity,Experience,Horse Riding,Equestrian,Activity Operator"
"Oasis Spa at the Lyrath Estate Hotel","https://www.lyrath.com/spa-hotel-kilkenny","00353567705841","52.6477383","-7.197352899999998","Dublin Rd, Lyrath, , ","Kilkenny","Activity,Experience,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Activity Operator"
"Occasion Cars","https://www.occasioncars.ie","00353863305116","52.69215980000001","-8.9193774","Ballyhennessy, Shannon, , ","Clare","Activity,Transport,Activity Operator,Tour,Coach,Road"
"Ocean Escapes","https://oceanescapes.ie/","00353864010627","51.80459859999999","-8.2986078","Apartment 2, Pier House, Lower Rd, Crosshaven, ","Cork","Activity,Experience,Activity Operator,Nature and Wildlife,Boat,Tour"
"Ocean Quests Ltd.","http://www.skelligsrock.com","00353(0)669476214","51.9257024897835","-10.2886041490138",", Valentia Island, ","Kerry","Activity,Experience,Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour"
"Ollie's Lahinch Surf Centre","https://www.facebook.com/www.oceanscene.ie","00353(0)868120400","52.933632","-9.347543","Lahinch Seaworld Leisure Centre, Lahinch Promenade, Dough, Lahinch, V95 Y9PR","Clare","Activity,Surfing,Activity Operator"
"OceanAddicts","https://oceanaddicts.ie/","00353877903211","51.7033561","-8.5198219","Town Pier, Dromderrig, Kinsale, ","Cork","Activity,Experience,Activity Operator"
"Oceanics Surf School & Marine Education Centre","https://oceanicssurfschool.rezgo.com/","0035351390944","52.16102629999999","-7.140453399999998","The Red Cottage, Riverstown, ","Waterford","Activity,Learning,Surfing,Activity Operator,Cafe,Food and Drink,Nature and Wildlife"
"Odeon Cinema Waterford","http://www.odeoncinemas.ie/cinemas/waterford/205/","0035351309110","52.25470060000001","-7.111151699999999","Poleberry Link Rd, , ","Waterford","Activity,Experience,Movies,Cinema,Venue"
"The Odeon","https://odeon.ie/","0035314782091","53.334205","-6.262809","57 Harcourt Street, Dublin City Centre, ","Dublin","Activity,Food and Drink,Experience,Pubs and Bar"
"OE Bikes","https://www.oebikes.ie/bike-hire/","00353449335351","53.5166853","-7.361805399999998","OE Bikes, Zone C, Mullingar Business Park, Mullingar, ","Westmeath","Activity,Experience,Cycling,Activity Operator,Bike Rental"
"Off The Beaten Path","https://www.offthebeatenpath.ie","00353861928114","55.26621000000001","-8.237010000000001","West Town, , ","Donegal","Activity,Cycling,Activity Operator,Bike Rental,Tour"
"Offaly Historical Society","https://www.offalyhistory.com/","00353579321421","53.2775896","-7.493774800000002","Bury Quay, Puttaghan, Tullamore, ","Offaly","Activity,Experience,Tracing Your Ancestors"
"Offshore Watersports","http://www.offshore.ie","00353719194769","54.4663","-8.447162","Kilkilloge, Mullaghmore, ","Sligo","Activity,Fishing,Angling,Activity Operator"
"Ohh! By Gum","https://ohhbygum.ie/","00353858000377","53.4882583","-10.0178098","The Courtyard Station House, Clifden, ","Galway","Activity,Experience,Shopping,Shopping Centres and Department Store,Food Shops "
"Oideas Gael","http://www.oideasgael.ie/en/","00353749730248","54.7075425","-8.7349233","Cill Áthnaid, Glencolumbkille, Straid, ","Donegal","Activity,Experience,Learning,Activity Operator"
"Oidhreacht Chorca Dhuibhne","http://www.oidhreacht.ie","00353669156100","52.16543099999999","-10.416104","Áras Bhréanainn, Ballyferriter, ","Kerry","Activity,Experience,Learning,Activity Operator"
"Oileán Adventures","https://www.instagram.com/oileanadventures/","00353832057548","51.94618939999999","-10.2266357","Main St, Cahersiveen, ","Kerry","Activity,Experience,Cycling,Swimming,Swimming Pools and Water Park,Venue,Walking ,Walking,Activity Operator,Day Tour,Tour,Bike Rental,Boat"
"Island Roy View","http://www.donegalislands.com","","55.1938947","-7.766846200000002","Unnamed Road, Leat Beg, , ","Donegal","Activity,Experience,Island,Attraction,Offshore Island,Nature and Wildlife"
"Oileán Chloigeann (Claggan Island)",,"","54.17297","-9.952079999999999","Srah, Claggan Island, , ","Mayo","Activity,Experience,Kitesurfing,Windsurfing,Activity Operator,Walking ,Walking,Attraction,Beach,Island,Offshore Island"
"Old Coastguard Station","https://www.jamescahill.com/coastguardstation.html","00353949025500","53.82131829999999","-9.620847699999997","Rosmoney, , ","Mayo","Activity,Experience,Attraction,Historic Houses and Castle"
"Old Conna Golf Club","https://www.oldconna.com/","0035312826055","53.21555799999999","-6.1380261","Ferndale Road, Oldconnaught, Bray, A98 H977","Wicklow","Golf Course,Activity,Experience,Golf,Food and Drink,Restaurant"
"Old Cork Waterworks Experience","https://www.corkcity.ie/en/old-cork-waterworks-experience/education/","00353214941500","51.8952547","-8.5093608","Lee Rd, Sunday's Well, , T23 N828","Cork","Activity,Experience,Learning,Attraction,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink"
"Old Country Golf & Tours","https://octireland.com/","00353873607864","52.2731768453068","-9.70051681721145","4 Scarteen Park, Kenmare, ","Kerry","Activity,Experience,Golf,Activity Operator,Tour"
"Old Dublin City Wall",,"","53.34310410000001","-6.2751245","Lamb Alley, Merchants Quay, , ","Dublin","Activity,Ruins,Attraction,Historic Houses and Castle"
"Old Head Beach, Louisburgh","https://www.blueflag.global/show-site?siteId=18613","00353949064000","53.7758737","-9.769869899999998","beach louisburg, Fallduff, Old Head, , ","Mayo","Activity,Experience,Attraction,Beach,Nature and Wildlife"
"Old Head Golf Links","http://www.oldhead.com","00353214778444","51.60879389999999","-8.5348256","Downmacpatrick, Kinsale, ","Cork","Golf Course,Activity,Experience,Golf,Food and Drink,Restaurant,Activity Operator"
"Old Head Signal Tower - Kinsale","https://www.facebook.com/oldheadofkinsale/","","51.62036029999999","-8.542604599999999","Lusitania Museum & Old Head Signal Tower Project, Ballymackean, Old Head, , P17 T683","Cork","Activity,Experience,Attraction,Museums and Attraction,Natural Landscape,Nature and Wildlife"
"Old Irish Goat Visitor Centre","https://oldirishgoat.ie","","53.90605889999999","-9.756214","Murrivaugh, Mallaranny, , F28 X213","Mayo","Activity,Learning,Shopping,Shopping Centres and Department Store,Visitor Farm,Attraction,Nature and Wildlife,Food Shops "
"Old Irish Ways Museum","https://www.facebook.com/oldirishways","00353861541078","52.50452259999999","-8.585267399999998","Old Irish Ways, Cahirguillamore, Bruff, V35 X236","Limerick","Activity,Experience,Agriculture,Nature and Wildlife,Attraction,Museums and Attraction,Tour"
"Old Mellifont Abbey","https://heritageireland.ie/places-to-visit/old-mellifont-abbey/","003534198265459","53.74201830000001","-6.4663605","Mellifont, Tullyallen Village, , A92 K682","Louth","Activity,Experience,Attraction,Historic Houses and Castle,Church Abbey,Monastery,Churches, Abbeys and Monastery,Ruins,Tour"
"Old Mill Restaurant","http://oldmillrestaurant.ie/","0035316719266","53.345655","-6.262958","14 Temple Bar, Dublin city centre, , ","Dublin","Activity,Food and Drink,Restaurant"
"Old Music Shop Restaurant","https://www.oldmusicshop.ie/","0035318797888","53.3548681","-6.2636884","3 -5 Frederick St N, Rotunda, Dublin, ","Dublin","Activity,Food and Drink,Restaurant"
"The Old Punch Bowl Bar","http://theoldpunchbowl.ie/","0035312832356","53.308795","-6.196631699999999","116 Rock Rd, Booterstown, A94 X2C6","Dublin","Activity,Food and Drink,Restaurant,Pubs and Bar"
"Old St Mary's Church, Clonmel","https://www.stmarysparishclonmel.ie/","003530526122773","52.3543347","-7.705396400000001","Mary St, Oldbridge, ","Tipperary","Activity,Experience,Church Abbey,Monastery,Attraction,Churches, Abbeys and Monastery"
"Old Street Restaurant","https://oldstreet.ie/","0035318455614","53.45200089999999","-6.1548704","Old St, Malahide, K36 A262","Dublin","Activity,Food and Drink,Experience,Restaurant"
"Oldbawn (Newtown) Beach",,"","52.5530469","-6.200664100000001",", , ",,"Activity,Experience,Attraction,Beach"
"Olde Castle Bar","https://www.facebook.com/olde.bar/","00353749721262","54.654489","-8.110505999999999","Castle St, Milltown, ","Donegal","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar"
"Olde Post Inn","https://www.theoldepostinn.com/","003534755555","54.0801902","-7.3694709","Knockateery, Cloverhill, ","Cavan","Activity,Food and Drink,Experience,Restaurant"
"Ole Irlanda Tours","http://oleirlandatours.com","00353871716758","53.34378798148022","-6.261858142633741","6-9 Trinity Street, Dublin City, ","Dublin","Activity,Activity Operator,Tour"
"Olesya's Wine Bar & Bistro","http://www.olesyaswinebar.com/","0035316724087","53.3429662","-6.2631649","18 Exchequer St, Dublin, D02 EN26","Dublin","Activity,Food and Drink,Restaurant"
"Oliver International Fishing Centre","http://www.brochet-irlande.com/","00353499522616","54.12180799999999","-7.439274000000001","Loughdooly, Belturbet, ","Cavan","Activity,Experience,Fishing,Angling,Activity Operator"
"Oliver's Bar & Restaurant","https://www.facebook.com/p/Olivers-On-Cleggan-Pier-100057310876027/","003539544640","53.5564846","-10.1115206","Knockbrack, Cleggan, ","Galway","Activity,Food and Drink,Experience,Restaurant,Pubs and Bar,Seafood"
"Oliver St. John Gogarty","https://www.gogartys.ie/restaurant/","0035316711822","53.345541","-6.261708","58-59 Fleet Street, Temple Bar, Dublin, ","Dublin","Activity,Food and Drink,Pubs and Bar"
"Oliveto at Haddington House","https://haddingtonhouse.ie/oliveto","0035312800011","53.2920773","-6.130567","9-12 Haddington Terrace, Dún Laoghaire, A96 F2R9","Dublin","Activity,Food and Drink,Restaurant"
"Olivier Cornet Gallery","https://www.oliviercornetgallery.com/","00353872887261","53.3552846","-6.2624913","3 Denmark Street Great, Rotunda, Dublin, D01 NV63","Dublin","Activity,Art Gallery,Attraction"
"Ollie’s Tours","https://olliestours.com","00353862023534","52.844345","-8.982635599999998","O'Connell Square, Clonroad Beg, Ennis, V95 KW22","Clare","Activity,Walking ,Walking,Activity Operator,Tour"
"Ollie's Tours Doolin ","https://olliestours.com/doolin-tours","00353862023534","53.016838","-9.375225000000002","Teergonean, Doolin, V95 XR0K","Clare","Activity,Experience,Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour,Walking"
"Olly's Farm","https://www.ollysfarm.ie/farm-events","00353877747169","53.2462662","-6.3760313","Olly's Farm, Ballinascorney Lower, Glenasmole, , D24 WY81","Dublin","Activity,Food and Drink,Agriculture,Nature and Wildlife,Restaurant,Learning,Shopping,Visitor Farm,Attraction,Artisan,Local Produce,Activity Operator,Food Shops ,Tour"
"3Olympia Theatre","https://www.3olympia.ie/","0035316793323","53.34430949999999","-6.2660651","3Olympia Theatre, 72 Dame St, Temple Bar, Dublin, D02 K135","Dublin","Activity"
"Omey Island",,"","53.5389262","-10.1448799","Unnamed Road, Claddaghduff, , ","Galway","Activity,Experience,Bird Watching,Nature and Wildlife,Attraction,Beach"
"Zhivago Gifts","https://www.facebook.com/OMGGalway/","0035391509960 ","53.2728984","-9.0522853","5 Shop St, , H91 FT5D","Galway","Activity,Experience,Shopping,Shopping Centres and Department Store,Food Shops "
"Omni Park Shopping Centre","https://www.omnipark.ie/","0035318421262","53.3928317","-6.2484477","Swords Rd, Santry, D09 HH61","Dublin","Activity,Shopping,Shopping Centres and Department Store"
"On The Pigs Back","https://onthepigsback.ie/pages/the-english-market","00353214270232","51.8976504","-8.4748223","Princes St, Centre, , ","Cork","Activity,Food and Drink,Experience,Shopping,Shopping Centres and Department Store,Food Shops "
"OnYerBike Carlingford","https://www.onyerbike.ie/","00353879921559","54.0521035","-6.193135000000001","Carlingford Marina, North Commons, Carlingford, ","Louth","Activity,Experience,Cycling,Activity Operator,Bike Rental,Tour"
"One Pico Restaurant","https://www.onepico.com/","0035316760300","53.340583","-6.257302","5-6 Molesworth Place, Schoolhouse Lane, Dublin City Centre, ","Dublin","Activity,Food and Drink,Restaurant"
"Opium","https://opium.ie/","0035315267711","53.33669291894037","-6.265786061971312","26 Wexford Street, Dublin City, ","Dublin","Activity,Food and Drink,Restaurant,Pubs and Bar"
"Optimum Chauffer Drive","https://www.optimumchauffeurdrive.ie/","0035318148873","53.3493606218099","-6.26018078414836","16 North Richmond Street, North Circular Road, , ","Dublin","Activity,Activity Operator,Tour"
"Optimum Health","https://optimumhealth.ie","00353876722395","53.2727508","-9.048980099999998","Ross House, Merchants Rd, , ","Galway","Activity,Experience,Learning,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Activity Operator,Fitness and Leisure,Venue"
"Ór Jewellery","https://orjewellery.ie/","00353876036471","53.27338109999999","-9.051977899999999","42 William St, , H91 W8D3","Galway","Activity,Experience,Shopping,Shopping Centres and Department Store,Food Shops "
"Oranmore Castle","http://www.oranmorecastle.com","00353866003160","53.2682869","-8.9346103","Castle Rd, Innplot, Oranmore, ","Galway","Activity,Experience,Castle,Attraction,Historic Houses and Castle,Venue,Music,Tour"
"Orchid Day Spa","https://www.orchiddayspa.ie","=353646627462","52.05933899999999","-9.508389","Orchid Day Spa, Old Market Lane, Killarney, ","Kerry","Activity,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
"Orchids Restaurant at the Hayfield Manor Hotel","https://www.hayfieldmanor.ie/dining/orchids-cork-city-restaurant","00353214845900","51.89083139999999","-8.490159799999997","Hayfield Manor Hotel, Perrott Ave, College Rd, Centre, , T12 HT97","Cork","Activity,Food and Drink,Experience,Restaurant"
"Oriel Gallery","https://www.theoriel.com/","0035316763410","53.3412516","-6.251392000000001","17 Clare St, Dublin, D02 W925","Dublin","Activity,Art Gallery,Attraction"
